Course Name,Student ID,First Name,Last Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription,Course #
Spring-2019: DAV 6000 Talent Analytics,2537654113,Fleming,Courtney,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst,Course12
Spring-2019: DAV 6000 Talent Analytics,5014754836,Garcia,Amanda,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1.0,"New York, NY",Data Architect I,Course6
Spring-2019: DAV 6000 Talent Analytics,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course7
Spring-2019: DAV 6000 Talent Analytics,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course1
Spring-2019: DAV 6000 Talent Analytics,8225692756,Anderson,James,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Data Scientist I,Course2
Spring-2019: DAV 6000 Talent Analytics,8919040067,Francis,Sergio,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I,Course8
Spring-2019: DAV 6000 Talent Analytics,9171762242,Placko,Dorothy,Artificial Intelligence,3.43,Fall-2019,China,Mandarin,Mathematics,23,1.5,"New York, NY",Entry Business Systems Analyst,Course7
Spring-2019: DAV 6000 Talent Analytics,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course1
Spring-2019: DAV 6050 Data-Driven Organizations,9760083447,Albert,William,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3.0,"Chicago, IL",Entry Business Systems Analyst,Course5
Spring-2019: DAV 6100 Information Architectures,3448118363,Latham,Edith,Artificial Intelligence,4.0,Spring-2019,Other,F,Mathematics,25,3.0,"New York, NY",Data Architect I,Course10
Spring-2019: DAV 6100 Information Architectures,4137997909,Quagliano,Junior,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst,Course11
Spring-2019: DAV 6100 Information Architectures,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course4
Spring-2019: DAV 6100 Information Architectures,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course3
Spring-2019: DAV 6150 Data Science,1375067377,Pursell,Elizabeth,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I,Course7
Spring-2019: DAV 6150 Data Science,1394941761,Gray,Fabian,Data Analytics and Visualization,3.09,Spring-2019,USA,Spanish,Health Sciences,24,3.5,"New York, NY",Business Intelligence (BI) Developer,Course10
Spring-2019: DAV 6150 Data Science,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course5
Spring-2019: DAV 6150 Data Science,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course4
Spring-2019: DAV 6150 Data Science,4431701095,Clark,Cyril,Data Analytics and Visualization,2.89,Spring-2019,USA,English,Other,23,2.5,"New York, NY",Entry Business Systems Analyst,Course12
Spring-2019: DAV 6150 Data Science,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course8
Spring-2019: DAV 6150 Data Science,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course3
Spring-2019: DAV 6200 Data Product Design,7709074811,Parsons,Larry,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer,Course4
Spring-2019: DAV 6300 Special Topics,1769081101,Bilger,John,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course7
Spring-2019: DAV 6300 Special Topics,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course6
Spring-2019: DAV 6300 Special Topics,6460867046,Sanford,Aura,Data Analytics and Visualization,4.0,Fall-2019,Pakistan,Pashto,Computer Science,24,3.0,"New York, NY",Machine Learning Engineer,Course9
Spring-2019: DAV 6300 Special Topics,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course2
Spring-2019: DAV 6400 Internship,6460867046,Sanford,Aura,Data Analytics and Visualization,4.0,Fall-2019,Pakistan,Pashto,Computer Science,24,3.0,"New York, NY",Machine Learning Engineer,Course7
Spring-2019: DAV 6400 Internship,9415890082,Macko,George,Data Analytics and Visualization,4.0,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer,Course3
Spring-2019: DAV 6500 Capstone,2389610439,Stokes,Virgil,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2.0,"Bridgeport, CT",Entry Business Systems Analyst,Course12
Spring-2019: DAV 6500 Capstone,2537654113,Fleming,Courtney,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst,Course11
Spring-2019: DAV 6500 Capstone,5230060699,Sheridan,Kathleen,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5.0,"New York, NY",Database Administrator - Entry,Course8
Spring-2019: DAV 6500 Capstone,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course1
Spring-2019: DAV 6500 Capstone,9575532707,Smith,Angela,Data Analytics and Visualization,4.0,Fall-2019,Other,F,Computer Science,25,3.5,"Los Angeles, CA",Database Administrator - Entry,Course8
Spring-2019: DAV 6500 Capstone,9854174075,Grantham,Chris,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5.0,"New York, NY",Data Scientist I,Course6
Spring-2019: Data Acquisition and Management,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course4
Spring-2019: Data Acquisition and Management,4325315064,Romero,Fabiola,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Course10
Spring-2019: Data Acquisition and Management,5014754836,Garcia,Amanda,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1.0,"New York, NY",Data Architect I,Course4
Spring-2019: Data Acquisition and Management,8072792574,Crouch,Richard,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect,Course9
Spring-2019: Data Acquisition and Management,8225692756,Anderson,James,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Data Scientist I,Course1
Spring-2019: Data Acquisition and Management,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course6
Spring-2019: Data Visualization,1232473375,Kennedy,Mary,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I,Course1
Spring-2019: Independent Study,3850838904,Fisher,Fred,Data Analytics and Visualization,3.9,Spring-2019,USA,English,Computer Science,29,7.0,"New York, NY",Machine Learning Engineer,Course10
Spring-2019: Independent Study,5230060699,Sheridan,Kathleen,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5.0,"New York, NY",Database Administrator - Entry,Course7
Spring-2019: Internship,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course3
Spring-2019: MAN 5580 Project Management,1375067377,Pursell,Elizabeth,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I,Course8
Spring-2019: MAN 5580 Project Management,1769081101,Bilger,John,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course9
Spring-2019: MAN 5580 Project Management,2389610439,Stokes,Virgil,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2.0,"Bridgeport, CT",Entry Business Systems Analyst,Course10
Spring-2019: MAN 5580 Project Management,2537654113,Fleming,Courtney,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst,Course10
Spring-2019: MAN 5580 Project Management,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course5
Spring-2019: MAN 5580 Project Management,4431701095,Clark,Cyril,Data Analytics and Visualization,2.89,Spring-2019,USA,English,Other,23,2.5,"New York, NY",Entry Business Systems Analyst,Course11
Spring-2019: MAN 5580 Project Management,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course9
Spring-2019: MAN 5580 Project Management,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course3
Spring-2019: MAN 5580 Project Management,8112831315,Hatter,Liz,Data Analytics and Visualization,2.95,Spring-2019,China,Mandarin,Computer Science,25,4.5,"Los Angeles, CA",Big Data Architect,Course10
Spring-2019: MAN 5580 Project Management,8964907590,Freeman,Mason,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I,Course9
Spring-2019: Machine Learning,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course1
Spring-2019: Machine Learning,5014754836,Garcia,Amanda,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1.0,"New York, NY",Data Architect I,Course5
Spring-2019: Machine Learning,9171762242,Placko,Dorothy,Artificial Intelligence,3.43,Fall-2019,China,Mandarin,Mathematics,23,1.5,"New York, NY",Entry Business Systems Analyst,Course8
Spring-2019: Machine Learning,9973127018,Woode,David,Artificial Intelligence,3.05,Fall-2020,China,Mandarin,Computer Science,27,6.0,"New York, NY",Entry Level Python Developer,Course3
Spring-2019: Natural Language Processing,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course5
Spring-2019: Natural Language Processing,1635242184,Litton,Michael,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry,Course4
Spring-2019: Natural Language Processing,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course4
Spring-2019: Natural Language Processing,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course6
Spring-2019: Natural Language Processing,6999427840,Vanalstyne,Tobi,Data Analytics and Visualization,3.45,Spring-2019,USA,English,Other,26,5.5,"New York, NY",Machine Learning Engineer,Course11
Spring-2019: Natural Language Processing,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course2
Spring-2019: Natural Language Processing,8919040067,Francis,Sergio,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I,Course7
Spring-2019: Natural Language Processing,9415890082,Macko,George,Data Analytics and Visualization,4.0,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer,Course2
Spring-2019: Neural Networks and Deep Learning,1635242184,Litton,Michael,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry,Course6
Spring-2019: Neural Networks and Deep Learning,3448118363,Latham,Edith,Artificial Intelligence,4.0,Spring-2019,Other,F,Mathematics,25,3.0,"New York, NY",Data Architect I,Course11
Spring-2019: Neural Networks and Deep Learning,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course3
Spring-2019: Neural Networks and Deep Learning,8072792574,Crouch,Richard,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect,Course8
Spring-2019: Neural Networks and Deep Learning,9973127018,Woode,David,Artificial Intelligence,3.05,Fall-2020,China,Mandarin,Computer Science,27,6.0,"New York, NY",Entry Level Python Developer,Course2
Spring-2019: Numerical Methods,2974302419,Schut,Thomas,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5.0,"New York, NY",Database Administrator - Entry,Course6
Spring-2019: Numerical Methods,4325315064,Romero,Fabiola,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Course11
Spring-2019: Numerical Methods,8225692756,Anderson,James,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Data Scientist I,Course3
Spring-2019: Numerical Methods,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course5
Spring-2019: Predictive Models,2974302419,Schut,Thomas,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5.0,"New York, NY",Database Administrator - Entry,Course5
Spring-2019: Predictive Models,8072792574,Crouch,Richard,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect,Course7
Spring-2019: Special Topics,3448118363,Latham,Edith,Artificial Intelligence,4.0,Spring-2019,Other,F,Mathematics,25,3.0,"New York, NY",Data Architect I,Course12
Spring-2020: AI Capstone: R&D Experience,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course12
Spring-2020: AI Product Studio,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course9
Spring-2020: AI Product Studio,8185417669,Hayes,Audrey,Data Analytics and Visualization,3.71,Fall-2021,China,Mandarin,Engineering,25,4.5,"New York, NY",Machine Learning Engineer,Course3
Spring-2020: AI Product Studio,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course7
Spring-2020: AI Product Studio,9760083447,Albert,William,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3.0,"Chicago, IL",Entry Business Systems Analyst,Course10
Spring-2020: AI Product Studio,9973127018,Woode,David,Artificial Intelligence,3.05,Fall-2020,China,Mandarin,Computer Science,27,6.0,"New York, NY",Entry Level Python Developer,Course7
Spring-2020: Advanced Data Engineering,2342480634,Cresci,Dana,Data Analytics and Visualization,3.28,Fall-2021,USA,English,Computer Science,29,7.5,"Los Angeles, CA",Data Scientist I,Course1
Spring-2020: Advanced Data Engineering,4457907000,Guzman,Judy,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course4
Spring-2020: Advanced Data Engineering,9546897753,Rudolph,Heather,Data Analytics and Visualization,3.32,Fall-2021,USA,Spanish,Computer Science,25,3.0,"New York, NY",Machine Learning Engineer,Course2
Spring-2020: Artificial Intelligence,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course7
Spring-2020: Artificial Intelligence,7434279301,Barrett,Michael,Artificial Intelligence,3.3,Spring-2021,China,Cantonese,Health Sciences,24,2.5,"New York, NY",Business Intelligence (BI) Developer,Course6
Spring-2020: Artificial Intelligence,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course11
Spring-2020: Bayesian Methods,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course10
Spring-2020: Bayesian Methods,9854174075,Grantham,Chris,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5.0,"New York, NY",Data Scientist I,Course10
Spring-2020: Complex Systems: Financial Time Series Analysis,2926537122,Pranger,Betty,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3.0,"Woodbridge, NJ",Entry Level Python Developer,Course5
Spring-2020: Complex Systems: Financial Time Series Analysis,2974302419,Schut,Thomas,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5.0,"New York, NY",Database Administrator - Entry,Course11
Spring-2020: Complex Systems: Financial Time Series Analysis,3053342158,Wallace,Jeremy,Data Analytics and Visualization,3.5,Fall-2021,Pakistan,Punjabi,Other,24,2.5,"Woodbridge, NJ",Business Intelligence (BI) Developer,Course1
Spring-2020: Complex Systems: Financial Time Series Analysis,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course8
Spring-2020: Complex Systems: Financial Time Series Analysis,4457907000,Guzman,Judy,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course6
Spring-2020: Complex Systems: Financial Time Series Analysis,8129868026,Menzies,Brittney,Data Analytics and Visualization,3.92,Fall-2021,USA,Spanish,Computer Science,23,2.5,"San Francisco, CA",Data Architect I,Course3
Spring-2020: Complex Systems: Financial Time Series Analysis,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course10
Spring-2020: Computational Statistics and Probability,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course9
Spring-2020: Computational Statistics and Probability,8225692756,Anderson,James,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Data Scientist I,Course8
Spring-2020: Computational Statistics and Probability,9973127018,Woode,David,Artificial Intelligence,3.05,Fall-2020,China,Mandarin,Computer Science,27,6.0,"New York, NY",Entry Level Python Developer,Course8
Spring-2020: DAV 5000 Business Modeling and Data Analysis,3345919606,Cummings,Jennifer,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer,Course4
Spring-2020: DAV 5000 Business Modeling and Data Analysis,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course8
Spring-2020: DAV 5000 Business Modeling and Data Analysis,6243136616,Smith,Susan,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry,Course9
Spring-2020: DAV 5000 Business Modeling and Data Analysis,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course8
Spring-2020: DAV 5100 Structured Data Management,1232473375,Kennedy,Mary,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I,Course9
Spring-2020: DAV 5100 Structured Data Management,1812867268,Ragland,Tammy,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I,Course6
Spring-2020: DAV 5100 Structured Data Management,2926537122,Pranger,Betty,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3.0,"Woodbridge, NJ",Entry Level Python Developer,Course4
Spring-2020: DAV 5100 Structured Data Management,8740282061,Bailey,Kerri,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer,Course5
Spring-2020: DAV 5200 Visual Design and Storytelling,1364243602,Jensen,Catherine,Data Analytics and Visualization,3.61,Fall-2021,China,Mandarin,Computer Science,25,4.5,"New York, NY",Business Intelligence (BI) Developer,Course3
Spring-2020: DAV 5200 Visual Design and Storytelling,1621829673,Allen,Deborah,Data Analytics and Visualization,3.01,Fall-2021,India,Hindi,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course2
Spring-2020: DAV 5200 Visual Design and Storytelling,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course11
Spring-2020: DAV 5200 Visual Design and Storytelling,4457907000,Guzman,Judy,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course5
Spring-2020: DAV 5200 Visual Design and Storytelling,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course9
Spring-2020: DAV 5200 Visual Design and Storytelling,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course9
Spring-2020: DAV 5200 Visual Design and Storytelling,8185417669,Hayes,Audrey,Data Analytics and Visualization,3.71,Fall-2021,China,Mandarin,Engineering,25,4.5,"New York, NY",Machine Learning Engineer,Course1
Spring-2020: DAV 5200 Visual Design and Storytelling,9415890082,Macko,George,Data Analytics and Visualization,4.0,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer,Course8
Spring-2020: DAV 5300 Computational Math and Statistics,1812867268,Ragland,Tammy,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I,Course4
Spring-2020: DAV 5300 Computational Math and Statistics,2426847270,Bushman,Veronika,Data Analytics and Visualization,3.47,Fall-2021,Pakistan,Punjabi,Health Sciences,25,3.0,"New York, NY",UX Design Intern,Course2
Spring-2020: DAV 5300 Computational Math and Statistics,3345919606,Cummings,Jennifer,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer,Course5
Spring-2020: DAV 5300 Computational Math and Statistics,5522906291,Mitchell,Elizabeth,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3.0,"New York, NY",Big Data Architect,Course5
Spring-2020: DAV 5300 Computational Math and Statistics,6280712683,Schreiber,Marion,Data Analytics and Visualization,3.95,Spring-2021,China,Mandarin,Engineering,23,1.5,"San Francisco, CA",Entry Data Analyst,Course6
Spring-2020: DAV 5400 Analytics Programming,1895013407,Sannicolas,Norman,Data Analytics and Visualization,3.89,Fall-2021,India,Hindi,Engineering,23,2.0,"Woodbridge, NJ",Entry Data Analyst,Course1
Spring-2020: DAV 5400 Analytics Programming,2342480634,Cresci,Dana,Data Analytics and Visualization,3.28,Fall-2021,USA,English,Computer Science,29,7.5,"Los Angeles, CA",Data Scientist I,Course3
Spring-2020: DAV 5400 Analytics Programming,3345919606,Cummings,Jennifer,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer,Course6
Spring-2020: DAV 5400 Analytics Programming,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course12
Spring-2020: DAV 5400 Analytics Programming,5522906291,Mitchell,Elizabeth,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3.0,"New York, NY",Big Data Architect,Course6
Spring-2020: DAV 5400 Analytics Programming,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course8
Spring-2020: DAV 5400 Analytics Programming,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course8
Spring-2020: DAV 5400 Analytics Programming,8129868026,Menzies,Brittney,Data Analytics and Visualization,3.92,Fall-2021,USA,Spanish,Computer Science,23,2.5,"San Francisco, CA",Data Architect I,Course1
Spring-2020: DAV 5400 Analytics Programming,8740282061,Bailey,Kerri,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer,Course6
Spring-2020: DAV 5400 Analytics Programming,9074563926,Moore,David,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer,Course5
Spring-2020: DAV 6000 Talent Analytics,1364243602,Jensen,Catherine,Data Analytics and Visualization,3.61,Fall-2021,China,Mandarin,Computer Science,25,4.5,"New York, NY",Business Intelligence (BI) Developer,Course2
Spring-2020: DAV 6000 Talent Analytics,7709074811,Parsons,Larry,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer,Course11
Spring-2020: DAV 6050 Data-Driven Organizations,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course12
Spring-2020: DAV 6050 Data-Driven Organizations,8129868026,Menzies,Brittney,Data Analytics and Visualization,3.92,Fall-2021,USA,Spanish,Computer Science,23,2.5,"San Francisco, CA",Data Architect I,Course2
Spring-2020: DAV 6150 Data Science,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course12
Spring-2020: DAV 6150 Data Science,9074563926,Moore,David,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer,Course6
Spring-2020: DAV 6200 Data Product Design,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course7
Spring-2020: DAV 6200 Data Product Design,9074563926,Moore,David,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer,Course4
Spring-2020: DAV 6300 Special Topics,2974302419,Schut,Thomas,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5.0,"New York, NY",Database Administrator - Entry,Course12
